Device ID,User,Total Backup Data (MB),OS,Device Added
2772976,2103908,19109.21,Windows,04/08/19 16:24
2772861,2103823,11306.86,Windows,04/08/19 15:56
2771656,1314626,1538.38,Windows,04/08/19 15:20
2769754,235539,581.83,Windows,04/08/19 12:22
2756268,1216132,427.70,Windows,04/05/19 23:13
2754646,1197385,53321.82,Windows,04/05/19 18:02
2754626,245938,18356.39,Windows,04/05/19 17:55
2753599,615693,4040.78,Windows,04/05/19 14:30
2752409,2086021,2266.80,Windows,04/05/19 11:48
2744085,2078589,16622.46,Mac OS X,04/04/19 18:11
2742575,795447,445.10,Windows,04/04/19 15:19
2739262,182926,20600.91,Mac OS X,04/03/19 16:32
2739247,237342,1785.04,Windows,04/03/19 16:25
2736225,242628,74793.65,Windows,04/02/19 20:59
2735731,2056848,20143.09,Windows,04/02/19 17:56
2735617,2072968,22043.26,Windows,04/02/19 17:23
2734141,747688,59177.61,Windows,04/02/19 14:08
2732069,536537,53131.86,Windows,04/01/19 21:56
2732006,2071053,3781.69,Mac OS X,04/01/19 21:28
2731763,2070944,41788.77,Windows,04/01/19 20:05
2731565,1298157,1559.03,Windows,04/01/19 18:54
2731345,245293,26035.62,Windows,04/01/19 17:42
2730870,2070617,8472.52,Windows,04/01/19 16:30
2730848,2070558,65821.99,Windows,04/01/19 16:23
2730826,1314621,1103.47,Windows,04/01/19 16:19
2730695,1299790,167.72,Windows,04/01/19 16:08
2726333,245474,14540.88,Windows,03/29/19 20:17
2725938,177237,236.79,Mac OS X,03/29/19 17:39
2723824,2066694,12749.74,Windows,03/29/19 04:43
2723188,347146,3102.81,Mac OS X,03/28/19 22:08
2721784,1981996,9222.68,Windows,03/28/19 17:59
2721755,1981547,50773.07,Windows,03/28/19 17:53
2721548,2065509,47.51,Mac OS X,03/28/19 16:56
2718265,237781,23395.42,Windows,03/27/19 21:27
2718226,245956,38017.35,Mac OS X,03/27/19 21:09
2713352,2060923,38724.17,Windows,03/27/19 01:44
2713024,747549,777.25,Windows,03/26/19 22:42
2712941,609488,8966.70,Mac OS X,03/26/19 22:25
2711854,183188,6919.59,Windows,03/26/19 18:47
2711605,747542,33146.19,Windows,03/26/19 17:26
2711568,2060469,26217.96,Windows,03/26/19 17:16
2711561,2060467,52338.94,Windows,03/26/19 17:14
2711526,2060453,11406.03,Windows,03/26/19 17:05
2711525,2060452,26779.66,Windows,03/26/19 17:05
2705679,238921,20404.09,Windows,03/25/19 19:27
2705179,2057091,10660.22,Mac OS X,03/25/19 17:57
2705178,2057090,5564.69,Mac OS X,03/25/19 17:57
2704895,2056903,25248.03,Windows,03/25/19 16:54
2704769,2056848,1548.11,Windows,03/25/19 16:22
2704710,2056792,15304.78,Windows,03/25/19 16:14
2699616,475572,3375.60,Mac OS X,03/22/19 19:16
2696403,571023,3996.95,Mac OS X,03/21/19 22:46
2696251,619938,19029.34,Mac OS X,03/21/19 21:46
2696073,404406,35362.08,Mac OS X,03/21/19 20:32
2695696,2052091,1765.91,Mac OS X,03/21/19 18:40
2695593,1964145,233.82,Windows,03/21/19 18:14
2695438,2051908,28909.43,Mac OS X,03/21/19 17:36
2695358,518577,36900.11,Mac OS X,03/21/19 17:17
2695035,715723,9832.38,Windows,03/21/19 16:14
2691802,399306,2919.37,Mac OS X,03/20/19 23:21
2691642,2049399,1340.43,Windows,03/20/19 21:45
2691534,615796,61736.81,Mac OS X,03/20/19 20:53
2691321,1804772,408.11,Mac OS X,03/20/19 19:44
2685699,467942,1957.68,Windows,03/19/19 17:25
2685376,249093,19093.00,Windows,03/19/19 15:56
2682208,379221,9409.80,Mac OS X,03/18/19 19:29
2681484,2038498,10654.99,Mac OS X,03/18/19 18:37
2681388,350311,115.41,Windows,03/18/19 18:18
2681321,2038410,53855.60,Mac OS X,03/18/19 17:52
2681284,2038397,3050.67,Windows,03/18/19 17:38
2681081,2038265,19566.93,Windows,03/18/19 16:38
2680966,2038136,55886.45,Windows,03/18/19 16:16
2680455,1243374,144.56,Windows,03/18/19 14:28
2677049,237935,5548.00,Windows,03/15/19 21:05
2676935,438330,29384.69,Windows,03/15/19 19:56
2676699,1305249,2514.49,Windows,03/15/19 18:04
2676503,632020,24030.42,Windows,03/15/19 16:37
2675855,1995770,288.65,Windows,03/15/19 14:02
2675837,1995770,259.34,Windows,03/15/19 13:55
2675062,2034820,6236.75,Windows,03/15/19 09:36
2673765,240388,95897.56,Windows,03/14/19 20:18
2673298,196965,18724.63,Windows,03/14/19 17:49
2673080,350311,1001.80,Windows,03/14/19 16:23
2672459,1995770,269.21,Windows,03/14/19 13:06
2670734,241575,21419.23,Windows,03/13/19 19:44
2670522,2026207,25118.94,Windows,03/13/19 18:24
2670210,146877,58.65,Windows,03/13/19 17:57
2670132,564562,406.32,Windows,03/13/19 17:26
2667984,2024880,19005.97,Mac OS X,03/13/19 02:13
2667836,1703466,767.79,Windows,03/12/19 23:14
2667786,521296,4805.47,Mac OS X,03/12/19 22:33
2667728,327985,101155.55,Mac OS X,03/12/19 22:08
2666947,747544,14351.81,Windows,03/12/19 19:08
2663573,2020669,53.97,Mac OS X,03/11/19 22:05
2663358,2020440,82.02,Mac OS X,03/11/19 20:32
2663265,2020414,20433.68,Windows,03/11/19 19:55
2663257,245795,23574.47,Windows,03/11/19 19:52
2662869,426871,62401.06,Windows,03/11/19 18:07
2662824,2020263,23163.73,Windows,03/11/19 17:54
2662750,1822787,599.58,Windows,03/11/19 17:33
2662587,2020024,20596.83,Windows,03/11/19 16:44
2662231,2019838,2609.95,Mac OS X,03/11/19 16:35
2662182,635931,125.55,Mac OS X,03/11/19 16:16
2658968,1642333,12877.32,Windows,03/10/19 13:24
2658511,1376929,14640.55,Windows,03/09/19 04:39
2658387,523982,19807.18,Mac OS X,03/09/19 00:06
2658358,1624724,10288.00,Windows,03/08/19 23:28
2658274,635931,11096.46,Windows,03/08/19 22:20
2658169,1310854,17286.13,Windows,03/08/19 21:43
2658151,1523326,9261.40,Windows,03/08/19 21:40
2657807,2017913,8978.05,Mac OS X,03/08/19 20:36
2657696,2017866,3652.11,Mac OS X,03/08/19 19:45
2657636,2017842,241.22,Windows,03/08/19 19:21
2657524,2017807,17822.19,Mac OS X,03/08/19 18:45
2654149,2016169,594.80,Mac OS X,03/07/19 22:33
2653950,1439219,5444.17,Mac OS X,03/07/19 21:28
2653093,2015388,8.10,Mac OS X,03/07/19 17:28
2648995,237715,25798.80,Windows,03/06/19 18:23
2648957,2013579,5162.17,Mac OS X,03/06/19 18:17
2648807,1711378,21552.11,Windows,03/06/19 17:35
2648162,269633,2001.00,Windows,03/06/19 15:03
2645845,615503,19114.05,Windows,03/05/19 19:25
2645676,237609,415.33,Windows,03/05/19 18:23
2645659,245354,774.75,Mac OS X,03/05/19 18:12
2642006,2008771,22647.81,Mac OS X,03/04/19 19:23
2642001,2008765,20054.03,Mac OS X,03/04/19 19:20
2641989,2008764,25315.29,Windows,03/04/19 19:15
2641880,2008672,18844.17,Windows,03/04/19 18:38
2641812,2008651,16254.12,Windows,03/04/19 18:15
2638585,710556,21526.13,Windows,03/01/19 23:51
2638297,615740,5374.79,Mac OS X,03/01/19 20:37
2634624,519339,111237.15,Windows,02/28/19 19:44
2634193,238115,14315.91,Windows,02/28/19 18:12
2634034,808772,4123.74,Windows,02/28/19 17:05
2631547,2002200,290.29,Mac OS X,02/27/19 22:43
2630927,808984,49454.57,Mac OS X,02/27/19 19:16
2626586,1998764,13410.52,Windows,02/26/19 12:12
2624964,609495,25193.31,Mac OS X,02/25/19 22:27
2624827,627642,4457.95,Mac OS X,02/25/19 21:37
2624364,1997075,344.95,Mac OS X,02/25/19 18:44
2624363,1997074,12723.05,Mac OS X,02/25/19 18:44
2624315,149543,427.63,Windows,02/25/19 18:22
2624225,1996666,15572.67,Mac OS X,02/25/19 17:54
2624144,1996637,16129.40,Windows,02/25/19 17:30
2624138,1996635,19735.86,Windows,02/25/19 17:29
2624045,1996534,6296.61,Windows,02/25/19 17:00
2623727,238754,20944.82,Windows,02/25/19 15:25
2622731,1995864,5038.93,Windows,02/25/19 10:27
2622413,1995770,168.81,Windows,02/25/19 08:33
2621501,1376929,337.65,Windows,02/24/19 23:30
2621103,1994646,1608.75,Windows,02/23/19 18:23
2620487,245272,33567.10,Mac OS X,02/22/19 22:33
2620231,245320,8816.43,Windows,02/22/19 20:17
2617269,188151,310743.65,Mac OS X,02/21/19 23:36
2617228,512222,4102.90,Windows,02/21/19 22:59
2616970,780490,3479.89,Windows,02/21/19 21:26
2616925,1989875,1997.41,Windows,02/21/19 21:14
2616907,1992112,13297.95,Mac OS X,02/21/19 21:10
2616903,1516500,16439.28,Windows,02/21/19 21:07
2616526,657915,13150.87,Windows,02/21/19 18:55
2616525,1516500,313.26,Windows,02/21/19 18:55
2615914,519310,362.02,Windows,02/21/19 15:28
2614020,808984,50780.95,Mac OS X,02/20/19 23:45
2614014,1970742,13394.37,Mac OS X,02/20/19 23:40
2613427,245875,16012.61,Windows,02/20/19 20:57
2612458,1989875,339.61,Windows,02/20/19 17:18
2611563,1981291,21654.64,Windows,02/20/19 13:07
2610069,512222,968.97,Windows,02/19/19 21:53
2609926,237794,20843.06,Windows,02/19/19 20:56
2609840,349973,13190.27,Mac OS X,02/19/19 20:20
2609458,512222,291.79,Windows,02/19/19 18:16
2609062,697157,16998.51,Windows,02/19/19 16:29
2608665,456247,33091.74,Mac OS X,02/19/19 14:50
2606856,615741,5158.07,Mac OS X,02/18/19 23:31
2606723,239362,22254.83,Windows,02/18/19 21:59
2605475,237199,3.31,Mac OS X,02/18/19 19:45
2605469,609423,17345.74,Windows,02/18/19 19:42
2605384,1985976,15047.52,Windows,02/18/19 19:01
2605306,1985926,2751.69,Mac OS X,02/18/19 18:16
2605176,245888,11900.32,Windows,02/18/19 17:29
2605064,697157,242.57,Windows,02/18/19 16:54
2605063,1985755,544.15,Windows,02/18/19 16:53
2605052,1985750,14644.90,Windows,02/18/19 16:51
2605038,1381328,19444.22,Windows,02/18/19 16:48
2602801,1984608,2575.45,Windows,02/17/19 21:43
2600596,1983049,19905.41,Windows,02/15/19 13:54
2598904,238683,1722.17,Mac OS X,02/14/19 20:16
2598878,1981873,378.01,Windows,02/14/19 20:04
2598467,237706,112132.33,Windows,02/14/19 17:21
2598182,1981547,14515.35,Windows,02/14/19 15:29
2597631,1981291,3769.82,Windows,02/14/19 12:51
2596320,232837,101.08,Windows,02/13/19 23:41
2596305,1970737,6578.46,Mac OS X,02/13/19 23:33
2596267,1169877,135335.19,Windows,02/13/19 23:13
2596026,239015,5646.05,Windows,02/13/19 22:17
2594392,238164,1221.20,Mac OS X,02/13/19 20:20
2593834,473757,39286.99,Windows,02/13/19 18:14
2593655,747650,21247.04,Windows,02/13/19 17:22
2592660,1979721,2809.59,Windows,02/13/19 12:54
2591024,303373,71728.06,Mac OS X,02/12/19 22:34
2590886,1978716,4059.77,Mac OS X,02/12/19 21:39
2590750,1978657,9862.43,Windows,02/12/19 20:59
2590743,1976684,3456.15,Mac OS X,02/12/19 20:54
2590513,441758,11609.79,Mac OS X,02/12/19 19:13
2587045,657011,18407.47,Mac OS X,02/11/19 22:08
2586519,609417,16006.06,Windows,02/11/19 19:40
2585663,237677,122.78,Windows,02/11/19 17:38
2585640,1976684,368.19,Windows,02/11/19 17:28
2585581,1976612,68120.26,Windows,02/11/19 17:10
2585486,1976583,554.56,Windows,02/11/19 16:38
2585478,1976580,58456.58,Windows,02/11/19 16:36
2585472,1976577,11552.62,Windows,02/11/19 16:35
2585185,448051,20791.61,Windows,02/11/19 15:24
2584206,1340953,9525.82,Windows,02/11/19 09:40
2581579,472401,11076.54,Windows,02/08/19 16:27
2581366,621248,23926.65,Windows,02/08/19 14:55
2579813,154478,14045.14,Mac OS X,02/07/19 22:22
2579780,675889,30593.25,Windows,02/07/19 22:02
2579728,175059,64309.79,Windows,02/07/19 21:34
2579613,142917,1125.77,Windows,02/07/19 20:43
2578536,142917,80.75,Windows,02/07/19 18:30
2578462,245903,30466.57,Mac OS X,02/07/19 18:05
2578399,245294,18124.60,Mac OS X,02/07/19 17:44
2578358,245635,3521.51,Mac OS X,02/07/19 17:21
2575200,523982,16962.18,Windows,02/06/19 20:18
2574698,249235,15925.03,Windows,02/06/19 17:47
2574641,1970742,3650.71,Windows,02/06/19 17:30
2574579,1970737,4344.72,Windows,02/06/19 17:11
2572307,280657,8306.29,Mac OS X,02/05/19 22:45
2572195,190214,13319.59,Windows,02/05/19 21:50
2572182,237851,0.00,Windows,02/05/19 21:45
2571850,1381229,5464.91,Windows,02/05/19 20:06
2571682,382992,15405.34,Windows,02/05/19 19:11
2571452,161498,256.02,Mac OS X,02/05/19 17:52
2571353,1969275,8328.50,Windows,02/05/19 17:16
2571111,1240085,339.29,Windows,02/05/19 16:05
2570751,245520,19829.77,Windows,02/05/19 14:16
2568720,1967771,4844.63,Mac OS X,02/04/19 23:27
2568276,1967471,1984.18,Windows,02/04/19 20:12
2568232,747609,105.63,Windows,02/04/19 19:54
2568080,1951627,700.83,Mac OS X,02/04/19 18:53
2568038,1967364,8558.70,Mac OS X,02/04/19 18:38
2568037,1967363,57555.39,Mac OS X,02/04/19 18:38
2568035,1967362,1260.40,Mac OS X,02/04/19 18:38
2564381,243427,712.96,Windows,02/02/19 17:34
2563721,1698237,14300.98,Windows,02/01/19 22:51
2563569,609470,216355.62,Mac OS X,02/01/19 21:32
2562666,1964145,209.78,Windows,02/01/19 16:30
2559600,237275,151.04,Windows,01/31/19 19:43
2559515,237883,9179.37,Mac OS X,01/31/19 19:02
2559071,142916,85.30,Windows,01/31/19 17:54
2558970,1962171,25021.97,Windows,01/31/19 17:21
2558873,269261,957.90,Windows,01/31/19 16:57
2556517,437558,29048.88,Windows,01/31/19 00:14
2556487,1960921,22885.41,Mac OS X,01/30/19 23:45
2554656,1703323,9699.01,Mac OS X,01/30/19 21:15
2554522,1007788,5486.36,Mac OS X,01/30/19 20:13
2554511,1960209,20533.74,Mac OS X,01/30/19 20:09
2554410,662162,7625.91,Mac OS X,01/30/19 19:23
2554261,314753,7616.32,Mac OS X,01/30/19 18:22
2551631,1958716,48490.54,Mac OS X,01/29/19 21:10
2551452,237651,41016.56,Windows,01/29/19 20:06
2551245,249247,2733.46,Mac OS X,01/29/19 18:57
2551224,1804552,169.02,Windows,01/29/19 18:49
2550782,1953717,152.30,Mac OS X,01/29/19 17:58
2550528,700136,41614.15,Windows,01/29/19 16:51
2547932,368251,16559.17,Windows,01/28/19 23:10
2547616,1104350,171.65,Windows,01/28/19 21:05
2547554,188301,2040.75,Mac OS X,01/28/19 20:38
2547314,757990,14807.92,Windows,01/28/19 19:09
2547239,1786599,232.31,Windows,01/28/19 18:44
2547202,1951825,20026.31,Windows,01/28/19 18:30
2547161,1951779,5718.37,Mac OS X,01/28/19 18:18
2547159,1951778,3412.69,Mac OS X,01/28/19 18:18
2546995,1951724,15053.11,Windows,01/28/19 17:19
2546865,1951627,313.77,Windows,01/28/19 16:38
2542989,1949188,12973.66,Mac OS X,01/25/19 18:51
2542917,473757,134.42,Windows,01/25/19 18:25
2542797,1949034,12305.77,Mac OS X,01/25/19 17:31
2540814,232891,18267.11,Mac OS X,01/24/19 21:43
2540175,162967,13678.77,Windows,01/24/19 17:37
2539642,237277,6971.97,Mac OS X,01/24/19 14:46
2537517,245823,7044.36,Mac OS X,01/23/19 22:16
2537329,201936,556.82,Mac OS X,01/23/19 20:52
2533832,190215,1096.94,Mac OS X,01/22/19 21:41
2533621,250030,80699.91,Mac OS X,01/22/19 20:14
2532717,1942110,1702.15,Mac OS X,01/22/19 18:45
2532714,1942103,163.12,Mac OS X,01/22/19 18:43
2532667,237660,3.43,Mac OS X,01/22/19 18:24
2532305,1941431,23654.42,Windows,01/22/19 16:25
2532286,1941416,73856.25,Windows,01/22/19 16:20
2532199,1835434,254.84,Windows,01/22/19 15:58
2529020,1940015,19703.87,Windows,01/21/19 18:16
2524696,1698237,92.99,Windows,01/18/19 21:09
2524579,245498,28500.26,Mac OS X,01/18/19 20:31
2523764,1936918,5146.58,Mac OS X,01/18/19 17:53
2523757,238659,8857.91,Windows,01/18/19 17:51
2523747,1936957,28315.32,Windows,01/18/19 17:48
2523716,477806,25730.07,Windows,01/18/19 17:33
2523371,1936918,10622.52,Mac OS X,01/18/19 17:05
2523052,1916619,27116.47,Windows,01/18/19 15:21
2523050,162031,31345.39,Mac OS X,01/18/19 15:21
2520680,477806,277.29,Windows,01/17/19 21:51
2520248,477806,134.15,Windows,01/17/19 19:11
2520226,709685,75422.58,Mac OS X,01/17/19 19:02
2515733,245559,1542.35,Mac OS X,01/16/19 20:45
2514915,237793,5332.88,Mac OS X,01/16/19 16:31
2512625,265908,10743.97,Mac OS X,01/15/19 23:13
2512598,798709,12504.45,Windows,01/15/19 23:00
2512547,237145,10557.81,Mac OS X,01/15/19 22:30
2512425,1243391,306.05,Windows,01/15/19 21:33
2512230,754954,7963.01,Windows,01/15/19 20:18
2512155,197404,138.89,Windows,01/15/19 19:52
2512045,973808,389.72,Windows,01/15/19 19:17
2511882,1930608,19547.05,Windows,01/15/19 18:33
2511698,1930361,7502.78,Windows,01/15/19 17:34
2508706,609507,54501.58,Mac OS X,01/14/19 23:38
2508533,1929101,8364.60,Windows,01/14/19 23:04
2508473,328318,23738.53,Windows,01/14/19 22:40
2508426,1929013,72027.83,Mac OS X,01/14/19 22:25
2508365,154753,26631.33,Mac OS X,01/14/19 21:59
2507267,1928367,9997.68,Windows,01/14/19 16:16
2507052,1928283,12777.94,Windows,01/14/19 15:18
2506902,394145,408.01,Windows,01/14/19 14:40
2502870,406398,14014.57,Windows,01/11/19 22:45
2502211,1911882,37424.00,Windows,01/11/19 18:16
2501972,604066,3397.51,Windows,01/11/19 17:14
2501928,1925533,960.97,Windows,01/11/19 17:04
2500212,1925430,12521.60,Windows,01/11/19 15:32
2497838,245929,14517.95,Windows,01/10/19 23:25
2497836,245727,33163.71,Mac OS X,01/10/19 23:24
2497815,325691,8800.87,Mac OS X,01/10/19 23:13
2497611,238883,14072.76,Windows,01/10/19 21:37
2497555,1923980,4233.89,Mac OS X,01/10/19 21:08
2497538,1651753,418848.19,Mac OS X,01/10/19 21:03
2496944,1911164,4637.76,Mac OS X,01/10/19 17:54
2496894,1005841,30637.92,Windows,01/10/19 17:36
2496003,237690,3978.18,Windows,01/10/19 13:48
2492923,238015,16810.36,Windows,01/09/19 20:03
2487961,237442,337.58,Windows,01/09/19 00:22
2487896,245562,9145.79,Windows,01/08/19 23:58
2486656,798709,3317.08,Windows,01/08/19 20:17
2483499,1918718,8942.87,Mac OS X,01/08/19 17:23
2478719,1916619,2409.20,Windows,01/08/19 12:51
2466727,297402,34568.79,Mac OS X,01/07/19 22:12
2465612,607575,16445.56,Windows,01/07/19 20:53
2465102,1911882,758.38,Windows,01/07/19 19:12
2465053,281996,14513.17,Windows,01/07/19 18:58
2463903,1911380,10254.05,Windows,01/07/19 17:36
2463744,1911263,16888.85,Windows,01/07/19 16:51
2463742,1911262,21150.35,Windows,01/07/19 16:51
2463546,1911167,64531.66,Windows,01/07/19 16:37
2463545,1911166,19868.77,Windows,01/07/19 16:37
2463542,1911164,829.86,Windows,01/07/19 16:37
2463410,1910970,7037.55,Windows,01/07/19 16:02
2463152,1910744,13384.15,Windows,01/07/19 15:07
2462946,468943,12338.15,Mac OS X,01/07/19 14:23
2460751,1909089,1242.07,Windows,01/05/19 11:49
2459831,391800,1499.75,Windows,01/04/19 20:47
2458883,1908035,15469.23,Windows,01/04/19 14:36
2456919,144236,13.40,Mac OS X,01/03/19 17:26
2456586,245638,11404.21,Windows,01/03/19 16:28
2454320,1905388,169.82,Mac OS X,01/02/19 21:10
2453876,247984,39461.73,Mac OS X,01/02/19 18:24
2453122,246495,15488.39,Windows,01/02/19 14:31
2453041,615510,3718.77,Mac OS X,01/02/19 13:58
2451869,1904139,229.37,Windows,01/02/19 00:38
2451576,1903718,12877.92,Mac OS X,12/31/18 19:24
2450327,1833789,118635.33,Mac OS X,12/28/18 22:21
2450257,237335,4315.75,Windows,12/28/18 20:32
2450160,999607,10650.84,Windows,12/28/18 19:08
2448773,156893,4782.08,Mac OS X,12/27/18 17:50
2448767,1826027,11382.65,Windows,12/27/18 17:47
2448717,237611,13927.46,Windows,12/27/18 17:06
2446736,151583,55346.27,Mac OS X,12/26/18 21:17
2297839,238467,4749.86,Windows,12/20/18 17:37
2295421,165273,10096.04,Mac OS X,12/20/18 16:17
2293213,561834,9236.07,Mac OS X,12/19/18 21:05
2292968,165273,2402.53,Mac OS X,12/19/18 19:14
2289099,1013258,15797.52,Windows,12/18/18 22:26
2288565,1846154,20087.00,Windows,12/18/18 17:38
2288302,1845759,2664.38,Windows,12/18/18 15:42
2286508,237704,15353.11,Windows,12/17/18 23:58
2284818,747888,14301.46,Windows,12/17/18 20:03
2284474,237856,4248.82,Windows,12/17/18 17:41
2280589,1842020,9042.18,Mac OS X,12/14/18 17:50
2280512,237763,4008.77,Windows,12/14/18 17:14
2278805,1404023,15963.96,Windows,12/13/18 23:35
2275928,240184,5993.48,Windows,12/12/18 23:48
2275760,747569,41996.68,Windows,12/12/18 22:18
2275210,1839249,10573.65,Windows,12/12/18 18:14
2274994,240553,2132.55,Mac OS X,12/12/18 17:15
2274989,1802988,21853.09,Windows,12/12/18 17:13
2274748,1839050,4327.35,Windows,12/12/18 15:50
2274614,729564,42623.45,Windows,12/12/18 15:07
2272677,244546,4295.16,Mac OS X,12/11/18 22:13
2272627,1058898,1604.52,Mac OS X,12/11/18 21:42
2272572,624138,19595.71,Mac OS X,12/11/18 21:12
2272567,162031,9227.74,Windows,12/11/18 21:10
2271900,541686,13721.41,Mac OS X,12/11/18 19:19
2271850,1825655,3626.14,Mac OS X,12/11/18 19:02
2271806,245369,11564.93,Mac OS X,12/11/18 18:46
2271805,1837309,18698.95,Windows,12/11/18 18:46
2271602,237327,12225.27,Windows,12/11/18 18:01
2269334,1836061,34532.07,Mac OS X,12/10/18 23:34
2269124,1835940,1335.73,Mac OS X,12/10/18 22:04
2268074,1835444,88101.53,Windows,12/10/18 16:32
2268062,1835439,12564.67,Windows,12/10/18 16:29
2268059,1835438,25521.97,Windows,12/10/18 16:28
2268046,1835434,21446.86,Windows,12/10/18 16:23
2267966,1835413,15396.97,Mac OS X,12/10/18 15:56
2265299,1834133,111.24,Mac OS X,12/08/18 00:23
2265149,1834050,76041.04,Mac OS X,12/07/18 22:16
2264932,1833851,68389.78,Mac OS X,12/07/18 21:03
2264924,1833853,26484.22,Mac OS X,12/07/18 21:00
2264817,607045,12940.58,Windows,12/07/18 19:50
2264794,1833789,45196.88,Mac OS X,12/07/18 19:36
2264444,190400,50575.59,Windows,12/07/18 17:11
2262060,1157051,5921.89,Windows,12/06/18 22:08
2261961,1830497,7323.84,Mac OS X,12/06/18 21:24
2261803,237345,17494.41,Windows,12/06/18 20:11
2261596,609461,51272.93,Mac OS X,12/06/18 18:50
2261422,971197,4494.54,Windows,12/06/18 17:35
2259082,154424,2864.53,Mac OS X,12/05/18 22:32
2259044,606716,2625.76,Windows,12/05/18 22:16
2257596,324512,1379.00,Windows,12/05/18 18:20
2257426,426487,17917.98,Windows,12/05/18 17:21
2255045,237636,44482.65,Mac OS X,12/04/18 23:04
2254406,609425,6899.11,Mac OS X,12/04/18 19:26
2253924,603624,827.70,Mac OS X,12/04/18 17:36
2253834,1826221,82.95,Windows,12/04/18 17:14
2249251,1640870,9753.01,Windows,12/03/18 22:49
2248930,390043,73.40,Mac OS X,12/03/18 21:16
2248656,747687,22770.24,Windows,12/03/18 19:52
2248554,239015,5106.44,Windows,12/03/18 19:16
2248422,747586,2358.77,Windows,12/03/18 18:37
2248389,1823172,144.79,Mac OS X,12/03/18 18:28
2248083,1822830,250.75,Mac OS X,12/03/18 17:34
2248066,1822826,79547.29,Windows,12/03/18 17:32
2248034,314744,19200.36,Windows,12/03/18 17:24
2248019,1822817,14940.66,Mac OS X,12/03/18 17:19
2248012,1822813,439.10,Mac OS X,12/03/18 17:13
2248010,551216,3028.10,Windows,12/03/18 17:13
2247985,1822809,100790.46,Windows,12/03/18 17:05
2247954,1822790,23695.12,Windows,12/03/18 16:54
2247951,1822788,8505.02,Windows,12/03/18 16:54
2247949,1822787,10386.39,Windows,12/03/18 16:54
2247672,1822617,143611.30,Mac OS X,12/03/18 15:45
2245201,238449,14352.83,Windows,12/02/18 15:59
2244434,238879,61895.11,Windows,11/30/18 22:27
2244320,747609,12006.59,Windows,11/30/18 21:21
2244218,235539,52440.62,Windows,11/30/18 20:28
2244198,395686,16561.46,Windows,11/30/18 20:17
2244102,694788,17850.27,Windows,11/30/18 19:45
2243830,239353,12100.55,Windows,11/30/18 18:08
2243714,674057,10844.78,Windows,11/30/18 17:21
2242638,238742,3699.63,Windows,11/30/18 13:04
2240994,237329,961.59,Windows,11/29/18 22:51
2240855,1819133,83.67,Windows,11/29/18 22:16
2240767,385312,10593.68,Windows,11/29/18 21:39
2240761,273233,14053.08,Windows,11/29/18 21:35
2240660,155563,4082.46,Windows,11/29/18 20:36
2240642,155563,3427.26,Mac OS X,11/29/18 20:31
2240535,1819002,5649.17,Mac OS X,11/29/18 19:44
2240416,468990,12633.33,Windows,11/29/18 18:59
2240339,238141,22648.87,Windows,11/29/18 18:52
2240248,241596,9903.04,Windows,11/29/18 18:27
2240133,237918,17663.11,Windows,11/29/18 17:52
2240043,567816,20382.05,Windows,11/29/18 17:17
2238846,424401,14238.02,Windows,11/29/18 12:33
2238255,1243377,211.32,Windows,11/29/18 07:41
2238238,1243377,198.67,Windows,11/29/18 07:35
2236723,1816908,25063.74,Windows,11/28/18 22:34
2236602,1816848,178.28,Windows,11/28/18 22:05
2236453,245320,5728.91,Windows,11/28/18 21:12
2236328,1235865,13928.24,Windows,11/28/18 20:39
2236323,238225,72560.07,Windows,11/28/18 20:36
2236322,237763,1613.21,Windows,11/28/18 20:36
2236320,446867,15871.21,Windows,11/28/18 20:35
2236277,242091,2056.24,Windows,11/28/18 20:20
2236234,465262,19178.67,Windows,11/28/18 20:04
2232523,798994,1521.72,Windows,11/28/18 15:09
2232437,522597,106359.85,Windows,11/28/18 14:41
2232200,240170,16135.86,Windows,11/28/18 13:31
2231585,237677,5994.23,Windows,11/28/18 12:17
2230963,1243391,218.89,Windows,11/28/18 08:15
2229897,418223,21468.28,Windows,11/27/18 22:19
2229282,237851,56345.90,Windows,11/27/18 18:35
2229069,1060261,16517.08,Windows,11/27/18 17:18
2228900,1814318,70238.16,Windows,11/27/18 16:27
2228829,250915,66.85,Windows,11/27/18 15:58
2227603,1813446,236.13,Windows,11/27/18 07:28
2227582,1243377,241.61,Mac OS X,11/27/18 07:18
2226782,545092,12602.74,Windows,11/26/18 22:46
2226718,993156,10488.64,Mac OS X,11/26/18 22:21
2226636,620245,15063.21,Windows,11/26/18 21:39
2226443,1812944,3628.87,Mac OS X,11/26/18 20:13
2226240,1812852,2345.07,Mac OS X,11/26/18 19:00
2226154,238787,10749.54,Windows,11/26/18 18:38
2226012,1812693,14176.96,Mac OS X,11/26/18 17:45
2225871,1812547,21985.35,Windows,11/26/18 17:16
2225784,1812525,803.69,Mac OS X,11/26/18 16:48
2225782,1812521,11903.34,Mac OS X,11/26/18 16:48
2225751,595623,7050.12,Mac OS X,11/26/18 16:39
2225718,1812501,6921.41,Windows,11/26/18 16:26
2225715,1812499,11828.28,Windows,11/26/18 16:25
2223761,1811477,124.24,Windows,11/26/18 01:52
2219880,379345,82477.60,Windows,11/21/18 20:28
2219832,1208782,54432.46,Windows,11/21/18 19:49
2219317,423343,3820.12,Windows,11/21/18 18:01
2219245,522609,2679.11,Windows,11/21/18 17:31
